source_code,source,destination_code,destination,religious_background,count,source_population,rate_per_1000
N09000009,mid_ulster,N09000007,lisburn_castlereagh,none,18,6561,2.743484
N09000009,mid_ulster,N09000008,mid_east_antrim,catholic,48,97298,0.49333
N09000009,mid_ulster,N09000008,mid_east_antrim,protestant,40,45421,0.88065
N09000009,mid_ulster,N09000008,mid_east_antrim,other,3,1013,2.9615
N09000009,mid_ulster,N09000008,mid_east_antrim,none,21,6561,3.200732
N09000009,mid_ulster,N09000010,newry_mourne_down,catholic,67,97298,0.688606
N09000009,mid_ulster,N09000010,newry_mourne_down,protestant,16,45421,0.35226
N09000009,mid_ulster,N09000010,newry_mourne_down,other,1,1013,0.987167
N09000009,mid_ulster,N09000010,newry_mourne_down,none,42,6561,6.401463
N09000009,mid_ulster,N09000011,ards_north_down,catholic,4,97298,0.041111
N09000009,mid_ulster,N09000011,ards_north_down,protestant,24,45421,0.52839
N09000009,mid_ulster,N09000011,ards_north_down,other,1,1013,0.987167
N09000009,mid_ulster,N09000011,ards_north_down,none,15,6561,2.286237
N09000010,newry_mourne_down,N09000001,antrim_and_newtownabbey,catholic,50,131300,0.380807
N09000010,newry_mourne_down,N09000001,antrim_and_newtownabbey,protestant,13,39970,0.325244
N09000010,newry_mourne_down,N09000001,antrim_and_newtownabbey,none,20,9477,2.110372
N09000010,newry_mourne_down,N09000002,armagh_banbridge_craigavon,catholic,333,131300,2.536177
N09000010,newry_mourne_down,N09000002,armagh_banbridge_craigavon,protestant,159,39970,3.977983
N09000010,newry_mourne_down,N09000002,armagh_banbridge_craigavon,other,6,1327,4.521477
N09000010,newry_mourne_down,N09000002,armagh_banbridge_craigavon,none,128,9477,13.506384
N09000010,newry_mourne_down,N09000003,belfast,catholic,773,131300,5.887281
N09000010,newry_mourne_down,N09000003,belfast,protestant,185,39970,4.628471
N09000010,newry_mourne_down,N09000003,belfast,other,40,1327,30.14318
N09000010,newry_mourne_down,N09000003,belfast,none,371,9477,39.14741
N09000010,newry_mourne_down,N09000004,causeway_coast_glens,catholic,64,131300,0.487433
N09000010,newry_mourne_down,N09000004,causeway_coast_glens,protestant,48,39970,1.200901
N09000010,newry_mourne_down,N09000004,causeway_coast_glens,other,3,1327,2.260739
N09000010,newry_mourne_down,N09000004,causeway_coast_glens,none,44,9477,4.642819
N09000010,newry_mourne_down,N09000005,derry_strabane,catholic,54,131300,0.411272
N09000010,newry_mourne_down,N09000005,derry_strabane,protestant,12,39970,0.300225
N09000010,newry_mourne_down,N09000005,derry_strabane,none,44,9477,4.642819
N09000010,newry_mourne_down,N09000006,fermanagh_omagh,catholic,46,131300,0.350343
N09000010,newry_mourne_down,N09000006,fermanagh_omagh,protestant,11,39970,0.275206
N09000010,newry_mourne_down,N09000006,fermanagh_omagh,other,1,1327,0.75358
N09000010,newry_mourne_down,N09000006,fermanagh_omagh,none,23,9477,2.426928
N09000010,newry_mourne_down,N09000007,lisburn_castlereagh,catholic,121,131300,0.921554
N09000010,newry_mourne_down,N09000007,lisburn_castlereagh,protestant,104,39970,2.601951
N09000010,newry_mourne_down,N09000007,lisburn_castlereagh,other,3,1327,2.260739
N09000010,newry_mourne_down,N09000007,lisburn_castlereagh,none,113,9477,11.923605
N09000010,newry_mourne_down,N09000008,mid_east_antrim,catholic,34,131300,0.258949
N09000010,newry_mourne_down,N09000008,mid_east_antrim,protestant,9,39970,0.225169
N09000010,newry_mourne_down,N09000008,mid_east_antrim,none,12,9477,1.266223
N09000010,newry_mourne_down,N09000009,mid_ulster,catholic,60,131300,0.456969
N09000010,newry_mourne_down,N09000009,mid_ulster,protestant,11,39970,0.275206
N09000010,newry_mourne_down,N09000009,mid_ulster,none,15,9477,1.582779
N09000010,newry_mourne_down,N09000011,ards_north_down,catholic,67,131300,0.510282
N09000010,newry_mourne_down,N09000011,ards_north_down,protestant,87,39970,2.176632
N09000010,newry_mourne_down,N09000011,ards_north_down,other,3,1327,2.260739
N09000010,newry_mourne_down,N09000011,ards_north_down,none,85,9477,8.969083
N09000011,ards_north_down,N09000001,antrim_and_newtownabbey,catholic,15,22262,0.673794
N09000011,ards_north_down,N09000001,antrim_and_newtownabbey,protestant,93,111175,0.836519
N09000011,ards_north_down,N09000001,antrim_and_newtownabbey,other,2,2237,0.894055
N09000011,ards_north_down,N09000001,antrim_and_newtownabbey,none,67,27984,2.394225
N09000011,ards_north_down,N09000002,armagh_banbridge_craigavon,catholic,16,22262,0.718714
N09000011,ards_north_down,N09000002,armagh_banbridge_craigavon,protestant,68,111175,0.611648
N09000011,ards_north_down,N09000002,armagh_banbridge_craigavon,other,2,2237,0.894055
N09000011,ards_north_down,N09000002,armagh_banbridge_craigavon,none,50,27984,1.786735
N09000011,ards_north_down,N09000003,belfast,catholic,196,22262,8.80424
N09000011,ards_north_down,N09000003,belfast,protestant,440,111175,3.957724
N09000011,ards_north_down,N09000003,belfast,other,19,2237,8.493518
N09000011,ards_north_down,N09000003,belfast,none,525,27984,18.76072
N09000011,ards_north_down,N09000004,causeway_coast_glens,catholic,14,22262,0.628874
N09000011,ards_north_down,N09000004,causeway_coast_glens,protestant,69,111175,0.620643
N09000011,ards_north_down,N09000004,causeway_coast_glens,other,2,2237,0.894055
N09000011,ards_north_down,N09000004,causeway_coast_glens,none,72,27984,2.572899
N09000011,ards_north_down,N09000005,derry_strabane,catholic,16,22262,0.718714
N09000011,ards_north_down,N09000005,derry_strabane,protestant,6,111175,0.053969
N09000011,ards_north_down,N09000005,derry_strabane,other,2,2237,0.894055
N09000011,ards_north_down,N09000005,derry_strabane,none,23,27984,0.821898
N09000011,ards_north_down,N09000006,fermanagh_omagh,catholic,12,22262,0.539035
N09000011,ards_north_down,N09000006,fermanagh_omagh,protestant,21,111175,0.188891
N09000011,ards_north_down,N09000006,fermanagh_omagh,other,2,2237,0.894055
N09000011,ards_north_down,N09000006,fermanagh_omagh,none,10,27984,0.357347
N09000011,ards_north_down,N09000007,lisburn_castlereagh,catholic,32,22262,1.437427
N09000011,ards_north_down,N09000007,lisburn_castlereagh,protestant,209,111175,1.879919
N09000011,ards_north_down,N09000007,lisburn_castlereagh,other,11,2237,4.9173
N09000011,ards_north_down,N09000007,lisburn_castlereagh,none,139,27984,4.967124
N09000011,ards_north_down,N09000008,mid_east_antrim,catholic,11,22262,0.494116
N09000011,ards_north_down,N09000008,mid_east_antrim,protestant,100,111175,0.899483
N09000011,ards_north_down,N09000008,mid_east_antrim,none,56,27984,2.001144
N09000011,ards_north_down,N09000009,mid_ulster,catholic,9,22262,0.404276
N09000011,ards_north_down,N09000009,mid_ulster,protestant,18,111175,0.161907
N09000011,ards_north_down,N09000009,mid_ulster,other,7,2237,3.129191
N09000011,ards_north_down,N09000009,mid_ulster,none,19,27984,0.678959
N09000011,ards_north_down,N09000010,newry_mourne_down,catholic,39,22262,1.751864
N09000011,ards_north_down,N09000010,newry_mourne_down,protestant,128,111175,1.151338
N09000011,ards_north_down,N09000010,newry_mourne_down,other,3,2237,1.341082
N09000011,ards_north_down,N09000010,newry_mourne_down,none,117,27984,4.180961
